TimeStep,LE11,LE12,LE22,LE33,PE11,PE12,PE22,PE33,S11,S12,S22,S33
0.004082765,0.07005053,0.000574304,0.069693461,-0.139382318,0.069663368,0.000253552,0.06936793,-0.139031306,37410060,8127315.5,34286656,0
0.004110069,0.069771051,0.000610551,0.069375902,-0.139088258,0.069663368,0.000253552,0.06936793,-0.139031306,8344635.5,9045745,3291861,0
0.004140784,0.069417618,0.000611282,0.069063276,-0.138760194,0.069663368,0.000253552,0.06936793,-0.139031306,-26191272,9064278,-29176410,0
0.004171501,0.069191404,0.000612057,0.068778187,-0.138508365,0.069663368,0.000253552,0.06936793,-0.139031306,-50417024,9083923,-56385532,0
0.004202217,0.069026314,0.000599705,0.068631336,-0.138354719,0.069663368,0.000253552,0.06936793,-0.139031306,-66569580,8770928,-71613968,0
0.004232934,0.069029383,0.000570701,0.068587385,-0.138334587,0.069663368,0.000253552,0.06936793,-0.139031306,-67434200,8036032.5,-74861448,0
0.004260237,0.069127277,0.000502004,0.068699285,-0.138437912,0.069663368,0.000253552,0.06936793,-0.139031306,-57236720,6295353,-63954308,0
0.004290954,0.069379799,0.000465726,0.068922274,-0.138672113,0.069663368,0.000253552,0.06936793,-0.139031306,-32571212,5376124.5,-40785092,0
0.00432167,0.069703504,0.000452113,0.06924995,-0.13899295,0.069663368,0.000253552,0.06936793,-0.139031306,92069.96094,5031204,-7920791.5,0
0.004352386,0.070079446,0.00036117,0.069623239,-0.139361978,0.069663368,0.000253552,0.06936793,-0.139031306,37844128,2726856.75,29696898,0
0.004383103,0.07041318,0.000394857,0.069976889,-0.139700532,0.069663368,0.000253552,0.06936793,-0.139031306,71914056,3580421.5,64776052,0
0.004410406,0.070634402,0.000399834,0.070215151,-0.139926851,0.069663368,0.000253552,0.06936793,-0.139031306,94593512,3706536.75,88319368,0
0.004441123,0.070771165,0.000429966,0.070350513,-0.140060872,0.069663368,0.000253552,0.06936793,-0.139031306,108316424,4470040,101970976,0
0.004471839,0.07072036,0.000468037,0.070338085,-0.140029728,0.069663368,0.000253552,0.06936793,-0.139031306,104163504,5434692.5,99762840,0
0.004502555,0.070547648,0.000524787,0.070149705,-0.139851883,0.069663368,0.000253552,0.06936793,-0.139031306,86398016,6872626.5,81203576,0
0.004533271,0.070244849,0.000599842,0.069857068,-0.139558613,0.069663368,0.000253552,0.06936793,-0.139031306,56191404,8774418,51511732,0
0.004560575,0.069929682,0.000625715,0.069536477,-0.13924548,0.069663368,0.000253552,0.06936793,-0.139031306,24351042,9429996,19396618,0
0.004591291,0.06957151,0.000673893,0.069189079,-0.138897955,0.069663368,0.000253552,0.06936793,-0.139031306,-11411144,10650740,-15819588,0
0.004622008,0.069284119,0.000707278,0.068889558,-0.138608873,0.069663368,0.000253552,0.06936793,-0.139031306,-40624768,11496645,-45648024,0
0.004652724,0.069093242,0.000734031,0.068689764,-0.138416454,0.069663368,0.000253552,0.06936793,-0.139031306,-60049004,12174533,-65523824,0
0.004680027,0.069017351,0.000687075,0.068636566,-0.138352886,0.069663368,0.000253552,0.06936793,-0.139031306,-67116792,10984737,-71441648,0
0.004710744,0.069082685,0.000711804,0.06868045,-0.138406679,0.069663368,0.000253552,0.06936793,-0.139031306,-61079556,11611346,-66491764,0
0.00474146,0.069237858,0.000619155,0.068869598,-0.138576269,0.069663368,0.000253552,0.06936793,-0.139031306,-44621836,9263758,-48312240,0
0.004772177,0.069520585,0.000582844,0.069117405,-0.138837576,0.069663368,0.000253552,0.06936793,-0.139031306,-17051948,8343700,-22512164,0
0.004802893,0.06980563,0.000498985,0.069451161,-0.139142349,0.069663368,0.000253552,0.06936793,-0.139031306,12838695,6218849.5,9847291,0
0.004830196,0.070081256,0.000425509,0.06970302,-0.139402151,0.069663368,0.000253552,0.06936793,-0.139031306,39972320,4357097.5,35776596,0
0.004860913,0.070316829,0.000343805,0.069943957,-0.139636859,0.069663368,0.000253552,0.06936793,-0.139031306,63804140,2286860,59880004,0
0.004891629,0.070461877,0.000302125,0.070065781,-0.139768302,0.069663368,0.000253552,0.06936793,-0.139031306,77816128,1230748.625,72714888,0
0.004922345,0.070446834,0.000271905,0.070052005,-0.139754102,0.069663368,0.000253552,0.06936793,-0.139031306,76334184,465031.2813,71297624,0
0.004953062,0.07032799,0.000313995,0.069904953,-0.139623135,0.069663368,0.000253552,0.06936793,-0.139031306,63674596,1531523.75,57208336,0
0.004980365,0.070137344,0.000353159,0.0697046,-0.139430568,0.069663368,0.000253552,0.06936793,-0.139031306,44254124,2523878.5,37296088,0
0.005011082,0.069884196,0.000418184,0.069430858,-0.139171049,0.069663368,0.000253552,0.06936793,-0.139031306,18274278,4171494.75,10272470,0
0.005041798,0.06964235,0.00047819,0.069180854,-0.138928801,0.069663368,0.000253552,0.06936793,-0.139031306,-6258348.5,5691949.5,-14673647,0
0.005072514,0.069460377,0.000599335,0.069003396,-0.13875176,0.069663368,0.000253552,0.06936793,-0.139031306,-24451732,8761549,-32638060,0
0.00510323,0.069394954,0.000658977,0.068890959,-0.138664156,0.069663368,0.000253552,0.06936793,-0.139031306,-32206330,10272777,-42775200,0
0.005130534,0.06939254,0.000693679,0.068939351,-0.138686806,0.069663368,0.000253552,0.06936793,-0.139031306,-31180986,11152075,-39175616,0
0.00516125,0.069538161,0.000779541,0.069062188,-0.138819024,0.069663368,0.000253552,0.06936793,-0.139031306,-17100690,13327687,-26249786,0
0.005191967,0.069768086,0.000768439,0.069287755,-0.139043376,0.069663368,0.000253552,0.06936793,-0.139031306,5920272.5,13046368,-3449673.5,0
0.005222683,0.070037797,0.000778427,0.069578499,-0.13931942,0.069663368,0.000253552,0.06936793,-0.139031306,33577412,13299444,25273698,0
0.0052534,0.070337035,0.000749581,0.069865853,-0.139608338,0.069663368,0.000253552,0.06936793,-0.139031306,63382944,12568531,54476960,0
0.005280703,0.070550486,0.000724299,0.07008218,-0.139820024,0.069663368,0.000253552,0.06936793,-0.139031306,84927640,11927945,76166936,0
0.005311419,0.070694715,0.000629927,0.070239738,-0.139968663,0.069663368,0.000253552,0.06936793,-0.139031306,99768904,9536709,91684224,0
0.005342136,0.070723519,0.000568762,0.070249096,-0.139987454,0.069663368,0.000253552,0.06936793,-0.139031306,102181408,7986894,93111208,0
0.005372852,0.070601821,0.000490621,0.070123516,-0.139865667,0.069663368,0.000253552,0.06936793,-0.139031306,89841912,6006935.5,80574896,0
0.005400156,0.070374608,0.000401319,0.069914512,-0.139650807,0.069663368,0.000253552,0.06936793,-0.139031306,67439544,3744167.5,59095476,0
0.005430872,0.070068374,0.000387635,0.069570839,-0.139330715,0.069663368,0.000253552,0.06936793,-0.139031306,35698952,3397442.75,25457488,0
0.005461588,0.069696873,0.000313869,0.069221996,-0.138975918,0.069663368,0.000253552,0.06936793,-0.139031306,-1107361.75,1528323.375,-10200715,0
0.005492304,0.069367647,0.000348481,0.068895347,-0.138652876,0.069663368,0.000253552,0.06936793,-0.139031306,-34161936,2405340.5,-43124764,0
0.005523021,0.06911169,0.000346394,0.068656668,-0.138409242,0.069663368,0.000253552,0.06936793,-0.139031306,-59479712,2352458.5,-67566760,0
0.005550324,0.068973184,0.000397187,0.068540119,-0.138283625,0.069663368,0.000253552,0.06936793,-0.139031306,-72865032,3639466.75,-79839168,0
0.005581041,0.068945386,0.000427654,0.068551339,-0.138275459,0.069663368,0.000253552,0.06936793,-0.139031306,-74687568,4411439.5,-79684680,0
0.005611757,0.06905444,0.000502668,0.068696178,-0.13840051,0.069663368,0.000253552,0.06936793,-0.139031306,-62823444,6312180,-66007384,0
0.005642473,0.069272637,0.000536166,0.068958566,-0.138637215,0.069663368,0.000253552,0.06936793,-0.139031306,-39770424,7160965,-40714976,0
0.00567319,0.06958364,0.000607742,0.069295928,-0.138956562,0.069663368,0.000253552,0.06936793,-0.139031306,-7826776.5,8974575,-7435303,0
0.005700493,0.069889627,0.00062596,0.069605857,-0.13925992,0.069663368,0.000253552,0.06936793,-0.139031306,23053162,9436182,23644402,0
0.00573121,0.070198372,0.000691312,0.069929495,-0.139571398,0.069663368,0.000253552,0.06936793,-0.139031306,54483764,11092099,55829840,0
